intStrNumeroStruttura;Categoria;Classification;vchStrDenominazione;vchStrIstat;DESCRIZIONE;CAP;Indir;Gestore;City;localita;vchStrTel;vchStrTelefax;vchStrCellulare;vchStrWebAddress;vchStrEmail;Longitude_X;Latitude_Y;ISTAT6
14332;BED & BREAKFAST;BedBreakfast;B&B MISTRETTA ROSSANA;042045;SENIGALLIA;60019;frazione san silvestro strada squartagallo 131;ROSSANA MISTRETTA;SENIGALLIA;SENIGALLIA;071665064;071665064;3337693724;;rossanamistretta@hotmail.it;13.2498;43.6642;042045
14181;ALLOGGI AGRITURISTICI;Agriturismi;LA QUERCIA DEL SAGGIO;042045;SENIGALLIA;60019;strada comunale morro d' alba 5;MARGHERITA GASPARRI;SENIGALLIA;SENIGALLIA;3332091100;;3332091100;www.laquerciadelsaggio.it;laquerciadelsaggio@gmail.com;13.2041;43.6318;042045
14214;BED & BREAKFAST;BedBreakfast;B&B RAGGIO DI LUNA;042045;SENIGALLIA;60019;localita' Casini Soccorso 29;ANNA MARIA BORIO;SENIGALLIA;SENIGALLIA;071660595;;;www.ilraggiodiluna.it;info@ilraggiodiluna.it;13.1574;43.7003;042045
14727;BED & BREAKFAST;BedBreakfast;B&B LO SCORNABECCO;042045;SENIGALLIA;60019;via Antonio Fratti 18;DEBORA TURCHETTI;SENIGALLIA;Scapezzano;;;340 4105793;www.loscornabecco.it;loscornabecco@alice.it;13.1672;43.7196;042045
14745;ALBERGHI;Alberghi 2 stelle;VILLA DEL MARE;042045;SENIGALLIA;60019;via sardegna 4;LILIANA DUMITRACHE;SENIGALLIA;SENIGALLIA;07163621;07163621;3402289171;www.villadelmare.it;info@villadelmare.it;13.2221;43.7078;042045
14348;ALBERGHI;Alberghi 3 stelle;CAGGIARI;042045;SENIGALLIA;60019;lungomare alighieri 130;PIETRO RENNA;SENIGALLIA;SENIGALLIA;07163466;0717912162;;www.hotelcaggiari.it;info@hotelcaggiari.it;13.2372;43.707;042045
16186;AREE DI SOSTA (PLEIN AIR);Aree di Sosta;AREA DI SOSTA CAMPER;042046;SERRA DE' CONTI;60030;;AREA DI SOSTA AREA DI SOSTA CAMPER;SERRA DE' CONTI;;0731 871750;;;;;;;042046
16619;BED & BREAKFAST;BedBreakfast;B&B IL POZZO DI VIVALPA;042046;SERRA DE' CONTI;60030;via S. Sebastiano  6;VITO VALENTE;SERRA DE' CONTI;;0731.878439;;339.6187017;;"vivalpabandb@gmail.com; vito.valente@alice.it";;;042046
1536;ALLOGGI AGRITURISTICI;Agriturismi;AGRITURIST LA FONTE;042046;SERRA DE' CONTI;60030;Via Farneto 18;NADIA ROSORANI;SERRA DE' CONTI;SERRA DE' CONTI;0731 878249;0731 878249;347 6401518;www.agrituristlafonte.it;lafonte@agrituristlafonte.it;13.0286;43.5225;042046
12337;ALLOGGI AGRITURISTICI;Agriturismi;LA TANA DEL GHIRO;042046;SERRA DE' CONTI;60030;via spineto 1;VIVIANA VERDINI;SERRA DE' CONTI;SERRA DE' CONTI;0731879296;0731879296;;;agrituristmarche@tiscali.it;13.0656;43.5727;042046
13479;ALLOGGI IN AFFITTO;Affittacamere;COQUUS FORNACIS;042046;SERRA DE' CONTI;60030;via fornace 7;MARCO GIACOMELLI;SERRA DE' CONTI;SERRA DE' CONTI;0731878096;;3397575894;www.coquusfornacis.it;info@coquusfornacis.it;13.015;43.5397;042046
13480;TURISMO RURALE;Country House;L'INFINITO;042046;SERRA DE' CONTI;60030;via fornace 4;MAURIZIO BRUGIATELLI;SERRA DE' CONTI;SERRA DE' CONTI;0731 879424;0731 870072;3356148593;;info@linfinitocountry.it;13.015;43.5397;042046
17382;BED & BREAKFAST;BedBreakfast;B&B PALAZZO DEL PODESTA';042046;SERRA DE' CONTI;60030;via G. Garibaldi 63;ANDREA FEDERICI;SERRA DE' CONTI;;0717931101;;3357125061;;"federici.ico@gmail.com; federici.ico@libero.it";;;042046
17157;BED & BREAKFAST;BedBreakfast;B&B TUTTATERRA;042047;SERRA SAN QUIRICO;60048;via Serralta 28;LORENZO FELICETTI;SERRA SAN QUIRICO;;0731711092;;3395615249;www.tuttaterra.it;info@tuttaterra.it;;;042047
17159;BED & BREAKFAST;BedBreakfast;B&B CASA VALFIORITA;042047;SERRA SAN QUIRICO;60048;via Matteotti 7;CLAIRE BARNES;SERRA SAN QUIRICO;;0731880073;;3393422205;www.casavalfiorita.it;info@casavalfiorita.it;;;042047
17161;ALLOGGI AGRITURISTICI;Agriturismi;AMICO;042047;SERRA SAN QUIRICO;60048;via Serralta 34/c;PAOLO AMICO;SERRA SAN QUIRICO;;0731853044;0731853044;3384006057;;terreboneagricola@gmail.com;;;042047
13477;TURISMO RURALE;Country House;COUNTRY HOUSE MONTE MURANO;042047;SERRA SAN QUIRICO;60048;;GIUSEPPE BARTELUCCI;SERRA SAN QUIRICO;;0731 868134;;3356599466;www.montemurano.it;montemurano.countryhouse@gmail.com;;;042047
13693;BED & BREAKFAST;BedBreakfast;B&B LA CALANCA;042047;SERRA SAN QUIRICO;60048;localita' Rotorscio 12;FLAVIA MAZZEO;SERRA SAN QUIRICO;SERRA SAN QUIRICO;073185099;073185099;3281967928;www.bblacalanca.it;lacalanca@libero.it;13.0745;43.425;042047
12330;BED & BREAKFAST;BedBreakfast;IL COLLE;042047;SERRA SAN QUIRICO;60048;piazza Augusto Filippi 1;GIANFRANCA LANARI;SERRA SAN QUIRICO;SERRA SAN QUIRICO;0719171577;1782226948;3384976402;www.ilcollebb.it;info@ilcollebb.it;13.0164;43.4465;042047
1537;ALLOGGI AGRITURISTICI;Agriturismi;FATTORIA ITALIA;042047;SERRA SAN QUIRICO;60048;contrada Serralta 1;AMBRA MARIA COLLESI;SERRA SAN QUIRICO;SERRA SAN QUIRICO;3317704544;;3387773638;;arnaldo.micciarelli@libero.it;13.0318;43.4366;042047
1538;ALLOGGI AGRITURISTICI;Agriturismi;AGRITURISMO BIO LA TANA DEL LELE;042047;SERRA SAN QUIRICO;60048;localita' Madonna delle Stelle 1;LOREDANA GUERRO;SERRA SAN QUIRICO;SERRA SAN QUIRICO;073186737;073186737;3388547344;www.latanadellele.com;latanadellele@alice.it;13.0082;43.4683;042047
1539;ALLOGGI AGRITURISTICI;Agriturismi;LE QUERCE;042047;SERRA SAN QUIRICO;60048;contrada forchiusa 65;MAURO CANTIANI;SERRA SAN QUIRICO;SERRA SAN QUIRICO;073186621;;3357160540;www.agriturismolequerce.it;info@agriturismolequerce.it;13.035;43.4577;042047
1540;ALLOGGI AGRITURISTICI;Agriturismi;CHIARALUCE RITA;042047;SERRA SAN QUIRICO;60048;contrada Forchiusa 97;RITA CHIARALUCE;SERRA SAN QUIRICO;SERRA SAN QUIRICO;073186682;073186682;3398287087;;agritur.chiaraluce@alice.it;13.0175;43.451;042047
12112;BED & BREAKFAST;BedBreakfast;B&B LA MANSUETA;042047;SERRA SAN QUIRICO;60048;localita' Sasso Campagna 2;IOLANDA GABELLA;SERRA SAN QUIRICO;SERRA SAN QUIRICO;0731811041;0731811041;;;lamansueta@email.it;13.0604;43.4459;042047
11610;ALBERGHI;Alberghi 1 stella;K3;042047;SERRA SAN QUIRICO;60048;via Piedaspri 1;ANGELA PELLACCHIA;SERRA SAN QUIRICO;SERRA SAN QUIRICO;0731 86063;0731 86063;;;serra_k3@libero.it;13.0165;43.4439;042047
16483;AREE DI SOSTA (PLEIN AIR);Aree di Sosta;AREA DI SOSTA CAMPER;042047;SERRA SAN QUIRICO;60048;;AREA DI SOSTA AREA DI SOSTA CAMPER;SERRA SAN QUIRICO;c.da Bruscara;;;;;;;;042047
16896;BED & BREAKFAST;BedBreakfast;B&B CASA DEL PELLEGRINO DA FRANCI;042047;SERRA SAN QUIRICO;60048;via Antonio Gramsci 2;ANTONIO NERI;SERRA SAN QUIRICO;;;;3687039435;www.lemarcheaserra.it;neri_tonino@yahoo.it;;;042047
16425;BED & BREAKFAST;BedBreakfast;B&B FONTECORONA;042047;SERRA SAN QUIRICO;60048;via Don Minzoni 1;LORETTA CANTIANI;SERRA SAN QUIRICO;;0731 86254;;334 7185344;www.fontecorona.it;info@fontecorona.it;;;042047
16426;CASE PER FERIE;Case per Ferie;CASA PER FERIE PALAZZO MENARINI;042047;SERRA SAN QUIRICO;60048;via Roma 11;FABRIZIO GIULIANI;SERRA SAN QUIRICO;SERRA SAN QUIRICO;0731 86634;0731 880028;;www.teatrogiovani.eu;atg@teatrogiovani.com;;;042047
15996;ALLOGGI IN AFFITTO;Affittacamere;LE COPERTELLE;042047;SERRA SAN QUIRICO;60048;via G. Leopardi 03/a;AJKA MUSIKOVIC;SERRA SAN QUIRICO;;0731 86691;071 210506;;www.lecopertelle.com;info@lecopertelle.com;;;042047
14544;ALLOGGI AGRITURISTICI;Agriturismi;FATTORIA FONTEGELONI;042047;SERRA SAN QUIRICO;60048;loc. Fontegeloni 21;SILVANA RITA ZAMPARINI;SERRA SAN QUIRICO;SERRA SAN QUIRICO;0731853026;0731853017;3297711038;www.fattoriafontegeloni.it;fattoria.fontegeloni@virgilio.it;13.0827;43.4434;042047
14051;ALLOGGI AGRITURISTICI;Agriturismi;CASA MARTELLETTO;042047;SERRA SAN QUIRICO;60048;localita' Certine 12;MARIA PAOLA ALESSANDRONI;SERRA SAN QUIRICO;SERRA SAN QUIRICO;0731853048;073185267;3473574056;www.martelletto.it;info@martelletto.it;13.0686;43.4046;042047
15589;ALLOGGI AGRITURISTICI;Agriturismi;L'ALBORETO SALVATICO;042047;SERRA SAN QUIRICO;60048;contrada Forchiusa 62;ANNA LISA MERCIAI;SERRA SAN QUIRICO;SERRA SAN QUIRICO;;;+393497575949;www.lalboretosalvatico.com;merciaiait@hotmail.it;13.034;43.462;042047
14929;OSTELLI PER LA GIOVENTU';Ostelli;CASA PER FERIE CRUCIANI;042047;SERRA SAN QUIRICO;60048;via Roma 18;DON MICHELE GIORGI;SERRA SAN QUIRICO;SERRA SAN QUIRICO;;;;www.casacruciani.com;;13.0169;43.4462;042047
14847;ALLOGGI AGRITURISTICI;Agriturismi;LA BECERCA;042047;SERRA SAN QUIRICO;60048;via Becerca 1;FLAMINIA CHIORRINI DEZI;SERRA SAN QUIRICO;trivio di serra san quirico;073186652;0731983060;3387912908;www.becerca.it;becerca@becerca.it;;;042047
15168;BED & BREAKFAST;BedBreakfast;B&B IL MAESTRALE di GIAMPIERI LUIGI;042048;SIROLO;60020;via Giulietti 78;LUIGI GIAMPIERI;SIROLO;SIROLO;0719331062;;3356825384;;luigi.giampieri@virgilio.it;13.6179;43.5247;042048
15189;ALLOGGI IN AFFITTO;Affittacamere;3 JOLIE;042048;SIROLO;60020;viale Caduti del Lavoro 1;AFFITTACAMERE AMC;SIROLO;SIROLO;0719330330;0719090251;;www.cameresirolo.com;info@cameresirolo.com;13.6173;43.5211;042048
15180;BED & BREAKFAST;BedBreakfast;B&B L'INFINITO DI BALEANI SIMONE;042048;SIROLO;60020;via Mortarolo 1;SIMONE BALEANI;SIROLO;SIROLO;0717137331;0719331435;3384484554;www.bb-infinito.com;info@bb-infinito.com;13.6162;43.526;042048
15545;TURISMO RURALE;Country House;ACANTO COUNTRY HOUSE;042048;SIROLO;60020;via Ancarano 18;GIAMPIERO BURATTINI;SIROLO;SIROLO;0719331195;0719331195;"333 9640534; 335 7509918";www.acantocountryhouse.com;info@acantocountryhouse.com;13.5905;43.5176;042048
15705;TURISMO RURALE;Country House;BORGO ROSSO;042048;SIROLO;60020;via molino primo 1;LUCIANO FIORANELLI;SIROLO;SIROLO;335369955;0719339250;3407666177;www.countryhousesirolo.it;borgorosso@fioranelli.com;13.6126;43.5124;042048
15649;BED & BREAKFAST;BedBreakfast;B&B SEA VIEW;042048;SIROLO;60020;via San Michele 8;AMEDEO SPADARI;SIROLO;SIROLO;071 7360593;071 9338021;"349 4334564; 347 0143512";www.seaview.it;info@seaview.it;13.6204;43.5238;042048
15419;ALBERGHI;Alberghi 4 stelle;HOTEL SIROLO;042048;SIROLO;60020;via Grilli 26;ILARIA CANTORI;SIROLO;SIROLO;0719330665;0719330373;;www.hotel-sirolo.eu;info@hotel-sirolo.eu;13.619;43.5224;042048
14102;ALLOGGI IN AFFITTO;Affittacamere;LA GINESTRA;042048;SIROLO;60020;via Cave 12;ALDESINA LUNA;SIROLO;SIROLO;071 9330045;;;;direzione@laginestrasirolo.it;13.614;43.5281;042048
14498;ALLOGGI IN AFFITTO;Affittacamere;CAMERE IL PARCO;042048;SIROLO;60020;via giulietti 33;VITTORIO CANORI;SIROLO;SIROLO;0719330733/0719331960;0719331960;;www.hotelilparco.it;info@hotelilparco.it;13.6179;43.5247;042048
14382;BED & BREAKFAST;BedBreakfast;B&B SAN LORENZO COUNTRY HOUSE;042048;SIROLO;60020;via madonnina 1; PAOLO ROSSI;SIROLO;SIROLO;0717360866;0719330572;3339027159;;info@plarossi.it;13.6044;43.5274;042048
14665;BED & BREAKFAST;BedBreakfast;B&B LA FABULA;042048;SIROLO;60020;via Monte Colombo 11;ENRICO ANTONIO TANGORRA;SIROLO;SAN LORENZO;;;339 3399156;www.lafabula.it;info@lafabula.it;13.6022;43.523;042048
16013;ALLOGGI IN AFFITTO;Affittacamere;VILLA GIGLI;042048;SIROLO;60020;via San Francesco 2;ALBERTO GIGLI;SIROLO;;"071 9330652; 071 9330930";;338 8167153;;info@villagigli.it;;;042048
16086;ALLOGGI IN AFFITTO;Affittacamere;ANGELA CAMERE SIROLO;042048;SIROLO;60020;;CRISTINA CIRONE;SIROLO;;0717360188;;3471406558;;"madamebovary1980@libero.it; flavy2008@hotmail.it";;;042048
16099;ALLOGGI IN AFFITTO;Affittacamere;MARE';042048;SIROLO;60020;via del Gelso 15;VERONICA GRILLI;SIROLO;;;;349 1271650;;info@maresirolo.it;;;042048
16100;ALLOGGI IN AFFITTO;Affittacamere;SOTTOVOCE;042048;SIROLO;60020;via del Gelso 17;ANDREA GRILLI;SIROLO;;;;340 7652186;www.sottovocesirolo.it;info@sottovocesirolo.it;;;042048
16101;ALLOGGI IN AFFITTO;Affittacamere;CAMERA CON VISTA...MARE (BLU PANORAMIC);042048;SIROLO;60020;via San Michele 6/8;ALDO SPADARI;SIROLO;;071 9332294;;338 4131746;;aldo.camere@libero.it;;;042048
16102;ALLOGGI IN AFFITTO;Affittacamere;IL VICOLO RELAIS;042048;SIROLO;60020;via Garibaldi 36;PATRIZIA PAOLUCCI;SIROLO;;"071 7360811; 071 9330592";;;www.ilvicolosirolo.it;info@ilvicolosirolo.it;;;042048
16103;CAMPEGGI;Campeggi 1 stella;TOBACCO ROAD MUSIC CLUB;042048;SIROLO;60020;via Pescheria 9;CLAUDIO FELICI;SIROLO;;0719332011;0719338406;"3332939338; 3403490612";;claudfelix47@yahoo.it;;;042048
16421;BED & BREAKFAST;BedBreakfast;B&B ALLE PENDICI DEL CONERO;042048;SIROLO;60020;via Montecolombo 32;MARIA CLAUDIA NIETO;SIROLO;;071 9332352;;338 4022993;www.conerobedandbreakfast.it;info@allependicidelconero.it;;;042048
16409;ALLOGGI IN AFFITTO;Affittacamere;LE NOTE DEL CONERO;042048;SIROLO;60020;via del Corbezzolo 6;VERONICA CASSONI;SIROLO;;0717360706;;3331386366;;rosanna.nicoletti@gmail.com;;;042048
16379;BED & BREAKFAST;BedBreakfast;B&B CASA DEL GELSO;042048;SIROLO;60020;via del Gelso  26;PIETRO ANTONUCCI;SIROLO;;;;333 5375372;;pieroantonucci@libero.it;;;042048
16329;ALLOGGI IN AFFITTO;Affittacamere;AFFITTACAMERE LE TRE SORELLE;042048;SIROLO;60020;via Grilli 4;GIOVANNA LANARI;SIROLO;;0719331052;;3403779466;;info@affittacamereletresorelle.it;;;042048
16347;ALLOGGI IN AFFITTO;Affittacamere;CAMERE DA MAILA DI INVERNATI RITA;042048;SIROLO;60020;via del Corbezzolo 1;RITA INVERNATI;SIROLO;;0717360676;;3386802168;www.cameredamaila.com;r.invernati@libero.it;;;042048
16132;ALBERGHI;Alberghi 1 stella;TERRAZZAMARE;042048;SIROLO;60020;via San Michele 6/8;ANDREA ROCCHETTI;SIROLO;;320 2127553;;;;terrazzamare.sirolo@libero.it;;;042048
16266;TURISMO RURALE;Country House;9 CAMERE;042048;SIROLO;60020;via Cave 5;ISABELLA FABIANI;SIROLO;;0719332127;;3395205519;www.novecamere.it;info@novecamere.it;;;042048
16919;ALLOGGI AGRITURISTICI;Agriturismi;SENTIERO DELLE FIABE;042048;SIROLO;60020;via Betellico 15/c;FEDERICO FRONTINI;SIROLO;;;;3409634341;www.cordusio.org;sentierodellefiabe@hotmail.it;;;042048
16954;BED & BREAKFAST;BedBreakfast;B&B LA LIBELLULA DEL CONERO;042048;SIROLO;60020;via Picchi 13;CAROLA ROSCENA;SIROLO;;;;"338 68220106; 334 2597720";;aledaina@live.it;;;042048
16845;BED & BREAKFAST;BedBreakfast;B&B ALLE PENDICI DEL CONERO II;042048;SIROLO;60020;via Montecolombo 32;FUED DAVID CURE SABAG;SIROLO;;071 9332352;;340 5353182;www.immobiliaresirolo.it/camere;info@fuedimmobiliare.it;;;042048
17071;BED & BREAKFAST;BedBreakfast;B&B IL CONCIO;042048;SIROLO;60020;via Concio 2A;LUISELLA VIGNONI;SIROLO;loc. Valcastagno;071898225;;3357780650;www.ilconcio.it;info@ilconcio.it;;;042048
17082;BED & BREAKFAST;BedBreakfast;B&B COLLE DEL SOLE;042048;SIROLO;60020;via Piani d'Aspio 3;TIZIANA MAZZOCCHINI;SIROLO;loc.Coppo;;;393 4284539;www.colledelsolesirolo.it;info@colledelsolesirolo.it;;;042048
17023;ALLOGGI AGRITURISTICI;Agriturismi;FIORI DI CAMPO;042048;SIROLO;60020;via Concio 5;BRUNO RAFFAELLI;SIROLO;;;;347 9110550;;roberta.raffaelli@tiscali.it;;;042048
16524;ALLOGGI IN AFFITTO;Case ed Appartamenti per Vacanze;IL CASALE DI GIULIA;042048;SIROLO;60020;via Ancarano 15;FRANCA BALDONI;SIROLO;;071 9332377;;328 5424323;www.ilcasaledigiulia.it;info@ilcasaledigiulia.it;;;042048
16617;TURISMO RURALE;Country House;L'ANTICO MULINO;042048;SIROLO;60020;via Molini II  7;ASSUNTINA CARDELLA;SIROLO;;0719330265;071 9338315;3337982032;www.lanticomulino.it;info@lanticomulino.it;;;042048
16592;ALLOGGI IN AFFITTO;Affittacamere;DANIELA CAMERE;042048;SIROLO;60020;via Le Vigne 2/a;DANIELA CANUTI;SIROLO;;071 7360539;;339 3844754;www.conero.it;danielacanuti@alice.it;;;042048
16697;BED & BREAKFAST;BedBreakfast;B&B IL VECCHIO MANDORLO;042048;SIROLO;60020;via Ancarano 8;MASSIMO BARGILLI;SIROLO;;071 9331525;;347 8638640;;massibargi@libero.it;;;042048
16677;BED & BREAKFAST;BedBreakfast;B&B AL COPPO;042048;SIROLO;60020;via Betellico 6;KEOMA CICERAN;SIROLO;COPPO;;0717360638;"3486032146; 338 2214888";www.alcoppo.com;info@alcoppo.com;;;042048
16789;BED & BREAKFAST;BedBreakfast;B&B LE STANZE DI GIO;042048;SIROLO;60020;via Piani d'Aspio 14;GIORGIO MANFRINI;SIROLO;;071 7360023;071 7360023;"333 3678561; 338 4307339";;lestanzedigio@libero.it;;;042048
11611;ALBERGHI;Alberghi 3 stelle;HOTEL RISTORANTE CONCHIGLIA VERDE;042048;SIROLO;60020;via giovanni xxiii 12;GIOVANNI STURBA;SIROLO;SIROLO;0719330018;0719330019;;www.conchigliaverde.it;info@conchigliaverde.it;13.6144;43.5233;042048
11612;ALBERGHI;Alberghi 3 stelle;HOTEL EMILIANA;042048;SIROLO;60020;via Raffaello Sanzio 2;VINCENZO LORENZETTI;SIROLO;SIROLO;0719330932;0719330932;;www.hotelemiliana.it;info@hotelemiliana.it;13.6149;43.5258;042048
10982;ALBERGHI;Alberghi 2 stelle;ARTURO;042048;SIROLO;60020;via Spiaggia 1;MARIO E ARMANDO MENGASSINI;SIROLO;SIROLO;0719330975;0719330975;;www.arturoresidencesirolo.com;arturoresidence@hotmail.it;13.6204;43.522;042048
10984;ALBERGHI;Alberghi 3 stelle;HOTEL BEATRICE;042048;SIROLO;60020;via Vallone 1;BEATRICE PIERINI;SIROLO;SIROLO;071 9330731;071 9330731;340  9738501;www.beatricehotel.it;info@beatricehotel.it;13.6141;43.5287;042048
10985;ALBERGHI;Alberghi 3 stelle;HOTEL IL PARCO;042048;SIROLO;60020;via Giulietti 58;GIULIANA MICHELINI;SIROLO;SIROLO;0719330733;0719331960;;www.hotelilparco.it;info@hotelilparco.it;13.6179;43.5247;042048
10986;ALBERGHI;Alberghi 3 stelle;HOTEL STELLA;042048;SIROLO;60020;via Giulietti 9;BRUNO MAZZONI;SIROLO;SIROLO;0719330704;0719338343;;www.rivieradelconero.it/hotelstella;info@stellahotel.it;13.6188;43.5238;042048
10987;ALBERGHI;Alberghi 3 stelle;ROCCO LOCANDA & RISTORANTE;042048;SIROLO;60020;via Torrione 1;GIORGIO TRIDENTI;SIROLO;SIROLO;0719330558;0719330558;;www.locandarocco.it;info@locandarocco.it;13.6203;43.5217;042048
10989;ALBERGHI;Alberghi 3 stelle;HOTEL MONTECONERO;042048;SIROLO;60020;via Monteconero 26;AUGUSTO MELAPPIONI;SIROLO;SIROLO;0719330592;0719330365;;www.hotelmonteconero.it;info@hotelmonteconero.it;13.612;43.5417;042048
1417;ALLOGGI AGRITURISTICI;Agriturismi;IL RITORNO;042048;SIROLO;60020;via Piani d' Aspio 12;FEDERICO CLEMENTI;SIROLO;SIROLO;0719331544;;3331496165;www.ilritorno.com;info@ilritorno.com;13.5847;43.4981;042048
1419;ALLOGGI AGRITURISTICI;Agriturismi;IL BETELLICO di CAMILLETTI LUIGI;042048;SIROLO;60020;via Betellico 15;LUIGI CAMILLETTI;SIROLO;COPPO;0717360027;;3383417348;;roberto.camilletti@alice.it;13.5852;43.5013;042048
808;ALLOGGI IN AFFITTO;Affittacamere;CAMERE ALISA;042048;SIROLO;60020;via Moricone 7;;SIROLO;SIROLO;0717360315;0717360315;;;info@campingreno.eu;13.6192;43.5193;042048
809;ALLOGGI IN AFFITTO;Affittacamere;CAMERE ZIMMER SIROLO;042048;SIROLO;60020;via giulietti 46;PAOLA PENSO;SIROLO;SIROLO;071 7360593;0719338021;349 4334564;www.zimmersirolo.it;info@zimmersirolo.it;13.6185;43.5241;042048
811;ALLOGGI IN AFFITTO;Affittacamere;CONERO CAMERE SRL;042048;SIROLO;60020;via grilli 14;LEONARDO POLENTA;SIROLO;SIROLO;071 9330077;071 9330077;;www.conerocamere.com;info@conerocamere.com;13.619;43.5224;042048
812;ALLOGGI IN AFFITTO;Affittacamere;CAMERE DA ALDO;042048;SIROLO;60020;via Giulietti 60;ALDO SPADARI;SIROLO;SIROLO;0719332294;0719332294;3384131746;www.daaldo.it;aldo.camere@libero.it;13.6179;43.5247;042048
813;ALLOGGI IN AFFITTO;Affittacamere;CAMERE LA FONTE DI ZAZZARINI DINO;042048;SIROLO;60020;via la fonte 15;DINO ZAZZARINI;SIROLO;SIROLO;0719330816;0716611860;3288636899;;camerelafonte.sirolo@alice.it;13.6173;43.5235;042048
3405;CAMPEGGI;Campeggi 3 stelle;GREEN GARDEN;042048;SIROLO;60020;via Peschiera 3;CESARE FIORANELLI;SIROLO;SIROLO;0719331317;0719339257;348-8550775;www.greengardencamping.it;info@greengardencamping.it;13.6172;43.5196;042048
3305;CAMPEGGI;Campeggi 2 stelle;RENO;042048;SIROLO;60020;via Morricone 7;ANNALISA MENGANI;SIROLO;SIROLO;0717360315;0717360315;;;info@campingreno.eu;;;042048
4461;ALLOGGI IN AFFITTO;Case ed Appartamenti per Vacanze;VALCASTAGNO RESIDENCE;042048;SIROLO;60020;;EMMANUEL LUCASSEN;SIROLO;SIROLO;071 7391580;0717392776;347 4960358;www.valcastagno.it;info@valcastagno.it;13.6162;43.526;042048
4463;ALLOGGI IN AFFITTO;Case ed Appartamenti per Vacanze;CALAIUDA ADA MENGANI;042048;SIROLO;60020;via Marconi 2;ADA MENGANI CALAINDA;SIROLO;SIROLO;0717360315;;;;;13.6201;43.5191;042048
3553;CAMPEGGI;Campeggi 4 stelle;CAMPING INTERNAZIONALE;042048;SIROLO;60020;Via San Michele 10;PIER LUIGI LAMPONI;SIROLO;SIROLO;0719330884;0719331471;;www.campinginternazionale.com;info@campinginternazionale.com;13.6204;43.5238;042048
12400;STABILIMENTI BALNEARI;Stabilimenti Balneari;ARTURO;042048;SIROLO;60020;via Spiaggia 1;MARIO E ARMANDO MENGASSINI;SIROLO;Spiaggia Urbani;0719330975;0719330975;;www.arturoresidencesirolo.com;arturoresidence@hotmail.it;;;042048
12401;STABILIMENTI BALNEARI;Stabilimenti Balneari;DA PEPPE;042048;SIROLO;60020;via Accesso Spiaggia 1;FILIPPO E ERCOLE ALESSANDRONI;SIROLO;SIROLO;0719330798;;;;;13.623;43.5231;042048
12402;STABILIMENTI BALNEARI;Stabilimenti Balneari;DA ROBERTO SNC;042048;SIROLO;60020;via del gelso 24;ROBERTO STORTINI;SIROLO;SIROLO;;;;;;13.6101;43.5245;042048
12403;STABILIMENTI BALNEARI;Stabilimenti Balneari;DA MARCO;042048;SIROLO;60020;;ANNA POLO;SIROLO;;;;;;;;;042048
12404;STABILIMENTI BALNEARI;Stabilimenti Balneari;DA GIUSTINA;042048;SIROLO;60020;;DINO SEVERINI;SIROLO;;07119330802;;;;;;;042048
12405;STABILIMENTI BALNEARI;Stabilimenti Balneari;SILVIO SUD 1, 3;042048;SIROLO;60020;SPIAGGIA S.MICHELE 1,3;SILVIO MORONI;SIROLO;;0719331969;0719338022;3398484520;;;;;042048
12428;BED & BREAKFAST;BedBreakfast;ZARATAN B&B di MASSINI MARTA;042048;SIROLO;60020;via cavour 43;MARTA MASSINI;SIROLO;SIROLO;"071.7360432;";;"349.2693757; 328.9327246";www.zaratan.it;info@zaratan.it;13.6198;43.5219;042048
13800;TURISMO RURALE;Country House;COUNTRY HOUSE SOC. SORRISO;042048;SIROLO;60020;via Piani d' Aspio 1; GRAMAZIO;SIROLO;SIROLO;0717395028;;;;info@villa-clelia.it;13.5938;43.5021;042048
13801;ALLOGGI IN AFFITTO;Affittacamere;VILLA EVA;042048;SIROLO;60020;via Giotto 5;;SIROLO;SIROLO;0719330932;0719330932;;www.hotelemiliana.it;info@hotelemiliana.it;13.6147;43.5263;042048
13446;ALBERGHI;Alberghi 3 stelle;RELAIS VALCASTAGNO;042048;SIROLO;60020;via Montefreddo 1;EMMANUEL LUCASSEN;SIROLO;;071 7391580;0717392776;347 4960358;www.valcastagno.it;info@valcastagno.it;;;042048
13408;ALLOGGI IN AFFITTO;Affittacamere;ARRA CAMERE DI DOLCINI ANDREA;042048;SIROLO;60020;via Giulietti 39;ANDREA DOLCINI;SIROLO;SIROLO;"0719332157; 0719331006";0719332325;;;arracamere@gmail.com;13.6179;43.5247;042048
13153;ALBERGHI;Alberghi 3 stelle;HOTEL MEUBLE' LE CAVE;042048;SIROLO;60020;via monte conero 2;;SIROLO;SIROLO;0717360603;0717360603;;;info@le-cave.it;13.6079;43.5306;042048
17373;BED & BREAKFAST;BedBreakfast;B&B CASAMICI;042048;SIROLO;60020;via Madonnina 3;MARCO AMICI;SIROLO;;;;338 2102953;;minnini@libero.it;;;042048
12482;RESIDENZE TURISTICO ALBERGHIERE;2 Stelle;RESIDENCE OASI;042049;STAFFOLO;60039;;DANILO CICILIANI;STAFFOLO;LOCALITA'  COSTE - STAFFOLO;0731779303;0731779821;;www.oasistaffolo.it;oasi.srl@libero.it;;;042049
